sig,formid,editor_id,n,cells,cx,cy,rg_units,hull_cells2
STAT,0006E9F2,WRWallRuinsFree01Entance01,1,1,32525,-1918,0,0.0
STAT,00099F25,WRWindDistrictTerrainLOD,1,1,24896,-3136,0,0.0
STAT,000941D8,WRHallOftheDead01LOD,1,1,22768,-1600,0,0.0
STAT,000941DA,WRTempleOfK01LOD,1,1,23792,-2976,0,0.0
STAT,000941D7,WRHallOftheDead01BaseLOD,1,1,22768,-1632,0,0.0
STAT,000917D7,WRHouseWind02LOD,1,1,21403,-2623,0,0.0
STAT,00099F1F,WRJorvaskr01LOD,1,1,27865,-4122,0,0.0
STAT,00090C4D,WRHouseBanneredMare01LOD,1,1,26046,-7455,0,0.0
STAT,000E751A,WRPlainsDistrictTerrainLOD,1,1,22659,-7615,0,0.0
STAT,000917E1,WRHouseWind03LOD,1,1,23351,-4630,0,0.0
STAT,000917E2,WRHouseWind04LOD,1,1,21805,-4376,0,0.0
STAT,000917D8,WRHouseWind01LOD,1,1,20604,-4569,0,0.0
STAT,000917D6,WRHouseGreyMane01LOD,1,1,23648,-6608,0,0.0
STAT,000917D5,WRBreezehome01LOD,1,1,21952,-8144,0,0.0
STAT,00090BAE,WRHouse02LOD,1,1,21917,-6626,0,0.0
STAT,000424E6,WRWallGateDrawBridge01,1,1,18112,-5632,0,0.0
STAT,00089FE9,WRWallTowerCap01,1,1,19600,-5168,0,0.0
STAT,00069820,WRWallMainGate01EXT,1,1,19520,-7552,0,0.0
STAT,000684D2,WRScafGuardTower02,1,1,18115,-5618,0,0.0
STAT,00067148,WRWallTowerRubbled01,1,1,18992,-4768,0,0.0
STAT,00069828,WRWoodBridge01,1,1,15840,-5920,0,0.0
STAT,00042515,WRWallGateTarTrap01,1,1,16096,-8000,0,0.0
STAT,00090C50,WRHouseStores02LOD,1,1,25175,-8657,0,0.0
STAT,00090C4F,WRHouseStores01LOD,1,1,23960,-8472,0,0.0
STAT,00090C4E,WRHouseBlackSmith01LOD,1,1,20736,-8352,0,0.0
STAT,00089FEF,WRWallStr01Stockades01,1,1,22752,-10384,0,0.0
MSTT,0009625C,SignWRStables01,1,1,17390,-10404,0,0.0
STAT,0005B1DF,CivilWarRubble01,1,1,16663,-11713,0,0.0
STAT,00061737,WRIntFloorSTMid01,1,1,18106,-10070,0,0.0
FURN,001036FF,BedrollHay01LTundraRocks01F,1,1,14715,-8619,0,0.0
STAT,00095498,RugRound01,1,1,15458,-9218,0,0.0
ALCH,00039BE5,RestoreHealth06,1,1,24962,-14183,0,0.0
STAT,0005B1D9,CivilWarRubble04,1,1,19047,-13738,0,0.0
STAT,0006EAA6,WRFence4Way01,1,1,15802,-12288,0,0.0
ACTI,000B85FD,TG03BreadcrumbTrigger,1,1,32229,-17636,0,0.0
STAT,0007CE3E,WRHouseMeaderyWarehouse01,1,1,32304,-18208,0,0.0
STAT,0007CD56,WRHouseMeadery01,1,1,30208,-18256,0,0.0
ACTI,000EBB7B,E3DemoSafetyInvisActivator,1,1,1293,-15476,0,0.0
CONT,000DD060,MQ104BurntCorpse04,1,1,2867,-15621,0,0.0
CONT,000DD061,MQ104BurntCorpse03,1,1,1582,-15608,0,0.0
ACTI,000ABD27,MQ104DragonCrashTRIG,1,1,3300,-14556,0,0.0
STAT,000C2CC5,BurntWoodplanks03,1,1,2055,-14938,0,0.0
INGR,00106E1A,CritterPondFish03Ingredient,1,1,36574,-69254,0,0.0
STAT,0006AF20,RockCairnEvil02SnowLight,1,1,36782,-67409,0,0.0
FURN,000E2408,BedrollHay01CaveDirtF,1,1,36103,-69042,0,0.0
BOOK,0001AFBF,SkillPickpocket2,1,1,64762,-71234,0,0.0
ACTI,000A2C81,MineOreSilver01,1,1,46393,-72697,0,0.0
MSTT,000B6C08,Campfire01LandBurningPineForest01,1,1,38863,-75398,0,0.0
STAT,000ABD2C,FirewoodPileSmall01_SparseSN,1,1,39028,-75018,0,0.0
STAT,000223F0,RockCliff07GrassSnow_LightSN,1,1,33387,-88371,0,0.0
ACTI,0010D023,MineOreGold04_LDirt02,1,1,39954,-90886,0,0.0
STAT,000A96C8,ImpWoodbeam08Snow,1,1,34282,-92589,0,0.0
STAT,0005AD47,MineScaffoldFreeRope06,1,1,35373,-95128,0,0.0
STAT,000223F2,RockCliff05GrassSnow01_LightSN,1,1,34272,-96160,0,0.0
STAT,00090E82,HHMountainRidge01,1,1,56256,-32896,0,0.0
STAT,0008118C,HighHrothgarEntrance01,1,1,52192,-36096,0,0.0
STAT,00080E35,HighHrothgarFloor01,1,1,52192,-36096,0,0.0
STAT,00090E8F,HighHrothgarTowerFloor,1,1,57048,-37052,0,0.0
STAT,00081C63,HighHrothgarTower01,1,1,57048,-37052,0,0.0
SOUN,00037E3E,FXFireCampfireLP,1,1,56260,-37248,0,0.0
STAT,000BFC17,HHStairs01snow,1,1,42205,-43898,0,0.0
STAT,001091E4,WordWallHighHrothgarRubble04,1,1,55917,-47063,0,0.0
STAT,001091E3,WordWallHighHrothgarRubble03,1,1,55326,-47141,0,0.0
STAT,001091E1,WordWallHighHrothgarRubble01,1,1,54691,-47103,0,0.0
STAT,001007E5,WordWallHighHrothgarBroken,1,1,55282,-47169,0,0.0
STAT,00102089,ThroatoftheWorldDragonBonesSkull01,1,1,63195,-49974,0,0.0
STAT,00102088,ThroatoftheWorldDragonBonesNeck02,1,1,63313,-49954,0,0.0
STAT,00102087,ThroatoftheWorldDragonBonesNeck01,1,1,63388,-49960,0,0.0
STAT,0010208C,ThroatoftheWorldDragonBonesTorso01,1,1,63528,-49994,0,0.0
WEAP,001019D4,dunVolunruudPickaxe,1,1,54731,-52414,0,0.0
ACTI,0010D7AA,MineOreMalachite01_LSnowRocks,1,1,55700,-52855,0,0.0
ACTI,0010D7A9,MineOreMalachite03_LSnowRocks,1,1,55465,-52669,0,0.0
STAT,000C5494,NorTmpExtPlatFloorRaised01SnowLight,1,1,32783,-61362,0,0.0
ALCH,000722C2,FoodRabbitCooked,1,1,33015,-60645,0,0.0
STAT,000BFC1A,HHSmStaris01Snow,1,1,47105,-62056,0,0.0
ACTI,0010D080,MineOreQuicksilver01_LTundraRocks,1,1,33114,-1136,0,0.0
ACTI,000D2337,DoomstoneRitual,1,1,50852,-5294,0,0.0
STAT,000A6451,BreweryCaskLargeClosed02,1,1,33414,-4970,0,0.0
FURN,000E23FD,BedrollHay01LDirt02R,1,1,52715,-16160,0,0.0
ACTI,0010D7C8,MineOreIron04_LFieldGrass01,1,1,35593,-25669,0,0.0
ARMO,000F9904,dunLabyrinthianMazeCircletReward,1,1,95247,-100441,0,0.0
STAT,000954A4,RugRound03,1,1,96193,-101356,0,0.0
ACTI,0010DB0B,MineOreSilver03_LFallForestGrass,1,1,84704,-99627,0,0.0
STAT,0003E22C,ImpWoodbeam06,1,1,83785,-100653,0,0.0
STAT,0003E22A,ImpWoodbeam04,1,1,83746,-100822,0,0.0
BOOK,000ED041,Book3ValuablePhysicalitiesOfWerewolves,1,1,84022,-100973,0,0.0
BOOK,0001ACE1,Book2ReligiousTheAmuletofKings,1,1,92901,-106423,0,0.0
STAT,0005D6E9,ImpWallSconce02CandleOff01,1,1,92847,-106378,0,0.0
STAT,000752C8,Rug03SnowLight,1,1,92955,-106475,0,0.0
ARMO,0009610D,ArmorImperialHelmetFull,1,1,92810,-106361,0,0.0
FLOR,000DD683,FloraMushroom03SmallFallForestGrass,1,1,88550,-66286,0,0.0
STAT,000BC5CB,DirtCliffsCornerOut01FallForestGrass01,1,1,84762,-69028,0,0.0
SLGM,0002E4F3,SoulGemCommonFilled,1,1,90950,-74305,0,0.0
INGR,000A9191,BeeHiveHusk,1,1,79330,-76020,0,0.0
STAT,000CC766,RockPileS01_Dirt01,1,1,79497,-75143,0,0.0
MISC,000FBC3C,dunUniqueButterflyInJar,1,1,71617,-84251,0,0.0
BOOK,000CE5BD,dunPOIFallForestRyan01Journal,1,1,71405,-83992,0,0.0
ACTI,0010DAC8,MineOreCorundum01_LFallForestRocks,1,1,84357,-91299,0,0.0
STAT,000FDCC5,RuinsBrokenShelf02Snow,1,1,70062,-93801,0,0.0
STAT,00083B20,Campfire01LandOffCaveDirt,1,1,85013,-97420,0,0.0
SOUN,000F9931,AMBWaterfallLeakSprayLP,1,1,76310,-33226,0,0.0
STAT,000955B8,MountainTrim01Wet,1,1,75456,-33457,0,0.0
DOOR,0010AA96,MetalCageDoor01NoName,1,1,83691,-43862,0,0.0
STAT,0010AA95,ImpRubblePileSmall01LPineForest01,1,1,84484,-43449,0,0.0
STAT,0003E21B,ImpPillarBrokenTop02,1,1,84628,-43416,0,0.0
STAT,0003E21A,ImpPillarBrokenTop01,1,1,83764,-43645,0,0.0
STAT,000BC556,RockCliff01FallForestGrass01,1,1,90586,-47424,0,0.0
STAT,00105110,StockadeScaffoldBridgeNarrowLight_SN,1,1,65973,-45899,0,0.0
STAT,00104B43,MountainCliffCrevasse_HeavySN,1,1,65568,-45661,0,0.0
STAT,00048C1E,HHSteps13_LightSN,1,1,71356,-52279,0,0.0
STAT,00049354,HhSteps06Narrow_LightSN,1,1,69639,-52302,0,0.0
ACTI,0010DB35,MineOreOrichalcum01_LFallForestGrass,1,1,94974,-55539,0,0.0
STAT,000B8306,MQpathToHHShrine,1,1,72045,-55914,0,0.0
STAT,000CC763,RockCliff01Dirt01,1,1,70757,-56726,0,0.0
STAT,0007863E,HHSteps10,1,1,72020,-56505,0,0.0
STAT,0007E8A4,HHSteps13CurveR,1,1,73368,-56872,0,0.0
STAT,000D1A0C,RockCliff07Dirt01,1,1,69226,-56742,0,0.0
ACTI,000DD601,IvarsteadSSTrigger,1,1,75681,-59182,0,0.0
STAT,00079F9A,HHSteps17,1,1,71450,-59283,0,0.0
ACTI,0010DAC7,MineOreCorundum01_LFallForestGrass,1,1,88729,-63408,0,0.0
FLOR,000DD679,FloraMushroom02SmallFallForestDirt,1,1,89526,-64296,0,0.0
STAT,00093079,StonewallTerrace01FallForest,1,1,77875,-65476,0,0.0
STAT,0009307C,StonewallTerraceEndL01FallForest,1,1,77919,-63936,0,0.0
STAT,0003A1F8,NorVineWall02,1,1,79139,-61522,0,0.0
MSTT,0010EAC7,SignVilemyrInn01,1,1,76834,-65441,0,0.0
STAT,00093078,StonewallTerrace02FallForest,1,1,77711,-65280,0,0.0
STAT,00093076,StonewallTerraceStairs01FallForest,1,1,77464,-64986,0,0.0
STAT,0010C73A,CookingSpitFarmhouse01,1,1,73378,-62820,0,0.0
STAT,0009E3F0,StonewallTerraceLong02FallForestDirt01,1,1,73448,-63024,0,0.0
STAT,0009E3F1,StonewallTerraceCorner01FallForestDirt01,1,1,73478,-62521,0,0.0
STAT,0009E370,StonewallTerraceEndL01FallForestDirt01,1,1,73410,-63533,0,0.0
BOOK,0001AFF7,SkillHeavyArmor2,1,1,98278,-1943,0,0.0
ARMO,000F6F24,ArmorSteelHelmetB,1,1,98206,-2046,0,0.0
ARMO,0001395D,ArmorSteelPlateGauntlets,1,1,98253,-2004,0,0.0
WEAP,00013988,SteelMace,1,1,98224,-1994,0,0.0
BOOK,0001ACBB,Book1CheapBriefHistoryoftheEmpirev3,1,1,74146,-2319,0,0.0
STAT,0005049D,GiantCampfire01OffPineForest02,1,1,92324,-5374,0,0.0
ACTI,0010D076,MineOreOrichalcum02_LRocks,1,1,74550,-6123,0,0.0
BOOK,0001ACEF,Book3ValuableLustyArgonianMaidVol01,1,1,92123,-15274,0,0.0
STAT,0002FB60,ShackBrokeWall06,1,1,91982,-15327,0,0.0
STAT,0002FB2A,ShackBrokeWall02,1,1,91986,-15332,0,0.0
BOOK,0001AF8E,Book2ReligiousSongofPelinalV5,1,1,80571,-17867,0,0.0
BOOK,0001ACCD,Book2CommonGalerionTheMystic,1,1,80580,-17891,0,0.0
INGR,00034CDD,BoneMeal,1,1,80363,-17639,0,0.0
STAT,0004996E,NorDwelling02IntB01,1,1,80676,-17559,0,0.0
ARMO,000877D5,JewelryNecklaceGold,1,1,85730,-26770,0,0.0
ACTI,0010DB0A,MineOreSilver03_LFallForestRocks,1,1,114714,-99091,0,0.0
ACTI,0010DAE5,MineOreGold02_LFallForestDirt,1,1,123712,-102763,0,0.0
ACTI,0010DB31,MineOreOrichalcum02_LFallForestGrass,1,1,125947,-67742,0,0.0
BOOK,000D1246,POIFallForestRyanTreasureNote,1,1,103855,-68071,0,0.0
CONT,000D1259,TreasTreashunterChest,1,1,101771,-66190,0,0.0
ACTI,0003A085,dummyObject,1,1,101773,-66186,0,0.0
MSTT,000DB44D,TundraStreamTransition01FallForestRocks,1,1,110197,-72797,0,0.0
ACTI,0010D052,MineOreGold02_LRocks,1,1,104782,-75232,0,0.0
ACTI,0010DAE1,MineOreGold04_LFallForestDirt,1,1,129835,-88279,0,0.0
STAT,000BA053,RockPileS02DirtPath01,1,1,122909,-94003,0,0.0
ACTI,0010DB2C,MineOreOrichalcum04_LFallForestDirt,1,1,117863,-95724,0,0.0
BOOK,0001B00E,SkillSpeechcraft2,1,1,114365,-97915,0,0.0
BOOK,000B716A,dunAngarvundeJournal01,1,1,114343,-97876,0,0.0
SOUN,0002D3C6,AMBWaterfallLargeDungeonLP,1,1,119462,-42892,0,0.0
ACTI,0010DB4C,MineOreQuicksilver01_LFallForestDirt,1,1,106838,-48526,0,0.0
BOOK,0001AD16,Book4RareTrueNatureofOrcs,1,1,122364,-65336,0,0.0
STAT,0003FA2B,WallMountedElkFemale,1,1,122156,-65069,0,0.0
STAT,00042D32,OrcTableSquare01,1,1,122492,-64859,0,0.0
ACTI,0010DAFC,MineOreSilver03_LFallForestDirt,1,1,117293,-62643,0,0.0
ACTI,0010DAFE,MineOreSilver01_LVolcanicTundraDirt,1,1,121788,-2711,0,0.0
STAT,0001D4AE,NorPlatWallStair01,1,1,98675,-1722,0,0.0
STAT,0003EACB,NorPlatBgStairCapR01,1,1,98384,-1792,0,0.0
STAT,0003EACE,NorPlatBgStairCapL01,1,1,98384,-1792,0,0.0
STAT,000D862D,RuinsBrokenThrone01Sulfur,1,1,127926,-4827,0,0.0
STAT,000D85F0,NorDwelling04ExtBaseASulfur,1,1,128181,-5132,0,0.0
STAT,000D85E9,NorDragonStatueMetal01Sulfur,1,1,127282,-5567,0,0.0
STAT,000D8694,NorTempleExteriorRibFree07Sulfur,1,1,124706,-4897,0,0.0
STAT,000D8692,NorExtRubblePile02Sulfur,1,1,126160,-5922,0,0.0
STAT,000D862F,NorTempleExteriorRibFree06Sulfur,1,1,126743,-4370,0,0.0
STAT,000D85F7,NorSculptureHead01Sulfur,1,1,126942,-5850,0,0.0
STAT,000D85ED,NorTempleExteriorRibFree05Sulfur,1,1,125970,-6714,0,0.0
MSTT,000486FB,FXSpiderWebKitDinner01,1,1,121012,-5419,0,0.0
STAT,0003FA80,RuinsEggSacStatic02,1,1,120487,-4972,0,0.0
STAT,0003FA82,RuinsEggSacStatic04,1,1,120505,-5740,0,0.0
STAT,0003FA81,RuinsEggSacStatic03,1,1,120339,-4813,0,0.0
STAT,000ED73A,RockPileS04VolcanicRocks01,1,1,120601,-5212,0,0.0
ACTI,0010DAD6,MineOreCorundum03_LVolcanicTundraDirt,1,1,117629,-5769,0,0.0
ACTI,0010DB36,MineOreOrichalcum01_LVolcanicTundraRocks,1,1,130181,-13529,0,0.0
ACTI,0010DAFF,MineOreSilver01_LVolcanicTundraRocks,1,1,113717,-15084,0,0.0
STAT,0006D309,GiantCampfire01OffVolcanicTundraGravel01,1,1,111772,-14192,0,0.0
STAT,000998C8,VolcanicPlateau02Sulfur,1,1,128132,-17660,0,0.0
STAT,000998CC,VolcanicPlateau01Sulfur,1,1,126670,-17680,0,0.0
ACTI,0010DB04,MineOreSilver04_LVolcanicTundraDirt,1,1,124733,-21282,0,0.0
BOOK,0001AFD1,SkillSmithing4,1,1,112691,-24574,0,0.0
STAT,000533C3,StockadeScaffoldBaseSupport01,1,1,101657,-21440,0,0.0
STAT,000513BA,ImpExtBldgSecondICorner01,1,1,101611,-21674,0,0.0
FURN,00021374,UpperBench01,1,1,101813,-24261,0,0.0
ARMO,000C8917,ReligiousJulianosMagic,1,1,100859,-24021,0,0.0
ARMO,000261BD,ClothesFarmBoots03,1,1,113159,-25009,0,0.0
ARMO,000261C0,ClothesFarmClothes03,1,1,113024,-24763,0,0.0
ARMO,0001394B,ArmorIronBandedShield,1,1,112822,-25111,0,0.0
ARMO,0006C1D9,ClothesFarmClothesVariant02,1,1,112764,-25128,0,0.0
ARMO,00020048,CWDummyShieldImperial,1,1,99057,-24592,0,0.0
STAT,0002136E,UpperShelf01,1,1,101494,-24627,0,0.0
STAT,0002136C,UpperTableSquare01,1,1,101828,-24772,0,0.0
CONT,00021362,UpperWardrobe01,1,1,101962,-24782,0,0.0
STAT,00087C26,Windhelmbridge,1,1,135041,29941,0,0.0
STAT,000A853D,Windhelmbridge2,1,1,135041,29941,0,0.0
ACTI,001075F6,DA02PillarTrigger,1,1,163721,25883,0,0.0
STAT,000E2C09,Whstables02,1,1,135873,26548,0,0.0
FURN,000B9E01,CommonChair02R,1,1,135996,26377,0,0.0
STAT,000E2BCC,WHstables,1,1,135873,26548,0,0.0
STAT,000A7149,Bridge01Snow,1,1,131316,25158,0,0.0
STAT,000E2604,CommonTable02,1,1,147090,23795,0,0.0
ACTI,000F083A,CWMapActivator01,1,1,147082,23793,0,0.0
STAT,00039B64,RockCliff08FieldGrass02,1,1,143429,12703,0,0.0
ARMO,00013960,ArmorEbonyBoots,1,1,156510,8686,0,0.0
ALCH,00073F31,DamageHealth02,1,1,157385,11669,0,0.0
ALCH,00073F35,DamageHealthLinger02,1,1,157466,11655,0,0.0
ALCH,00065A6F,DamageHealthLinger01,1,1,157380,11682,0,0.0
STAT,00090CBE,OrcLonghouse01_LightSN,1,1,158200,10361,0,0.0
MSTT,0010EAAC,SignBraidwoodInn01,1,1,135666,10641,0,0.0
ARMO,0005B6A1,ClothesBarKeeper,1,1,158927,7972,0,0.0
ACTI,000166D3,BurialCairn02,1,1,158874,7961,0,0.0
ARMO,0005B69E,ClothesBlackSmithShoes,1,1,158814,8091,0,0.0
WEAP,00013990,OrcishMace,1,1,159216,7312,0,0.0
MISC,0005AD9D,IngotEbony,1,1,158490,5025,0,0.0
BOOK,0001AFD2,SkillSmithing5,1,1,160135,4011,0,0.0
ALCH,00065C9D,FoodPheasant,1,1,157699,47217,0,0.0
BOOK,0002A563,Book2CommonYngolLore,1,1,157706,47254,0,0.0
STAT,0002A577,testRuinsWallSconceSnowy,1,1,157733,47252,0,0.0
BOOK,0001B01A,SkillLockpicking2,1,1,145056,48128,0,0.0
STAT,00058AA3,Whpalace3,1,1,134818,44338,0,0.0
STAT,00058AA6,WHpalace4,1,1,134903,44327,0,0.0
STAT,000589C0,WHpalace5,1,1,134897,44302,0,0.0
STAT,00058982,WHpalace2,1,1,134880,42368,0,0.0
STAT,0005896D,WHpalace1,1,1,134880,42368,0,0.0
STAT,000E0048,FarmInnDestroyed01,1,1,162829,37964,0,0.0
STAT,0005AD5B,CandleHornChandelier02,1,1,162600,38079,0,0.0
STAT,00095195,WHdocks2,1,1,142144,37248,0,0.0
STAT,0009A301,WHinnerwall02,1,1,140977,39061,0,0.0
STAT,0009A2D9,WHouterwall04,1,1,140620,40784,0,0.0
STAT,0009A270,WHdockwarehouse,1,1,142304,37824,0,0.0
STAT,00095196,WHdocks1,1,1,142144,37248,0,0.0
STAT,00093AA7,WHprison01,1,1,136821,40581,0,0.0
STAT,0009F278,WHgate2,1,1,138177,37775,0,0.0
STAT,00080C9D,WHgrayquarterLOD02,1,1,138787,39100,0,0.0
STAT,0001EFEE,WHgrayquarter05,1,1,138752,39040,0,0.0
STAT,00080CA8,WHinnlandLOD02,1,1,134982,37413,0,0.0
STAT,00080CCE,WHBrunwulfSQLOD02,1,1,136547,36653,0,0.0
STAT,000DF0E0,WHprisonwall03,1,1,133856,35632,0,0.0
STAT,00080CD7,WHmarket01LOD02,1,1,131419,36442,0,0.0
STAT,0009F27D,WHmaingatesteps,1,1,135010,34586,0,0.0
STAT,0009A53E,WHmaingate,1,1,135010,34586,0,0.0
WEAP,000ECD54,POIMageBorvirsDagger,1,1,132174,79894,0,0.0
BOOK,0001AFC8,SkillAlchemy5,1,1,132465,79782,0,0.0
ARMO,0006B46C,ClothesMGBoots,1,1,132244,79523,0,0.0
ACTI,0002C4B8,TG05RuinsDoorsTrigger,1,1,145365,71535,0,0.0
STAT,000A9228,NorShaftTrapDoorSTATIC_HeavySN,1,1,137356,73336,0,0.0
STAT,0008C23B,TreeReach02_HeavySN,1,1,134087,72101,0,0.0
ACTI,000D2339,DoomstoneSerpent,1,1,151692,116300,0,0.0
ACTI,0010DAF6,MineOreSilver01_LCoastBeach,1,1,133707,109306,0,0.0
BOOK,0001AFF8,SkillHeavyArmor3,1,1,142307,100264,0,0.0
STAT,0004F8E8,ShipWoodbeamShort02,1,1,169673,65176,0,0.0
STAT,000B84C0,RoadStraight02Down01Snow,1,1,176353,38059,0,0.0
BOOK,000D55D9,dunPOIforReviewDrew03Journal,1,1,171147,37140,0,0.0
MSTT,0001ED32,WHoldflag04yellow,1,1,170057,37836,0,0.0
BOOK,0001ACD3,Book2CommonFirstHoldRevolt,1,1,170436,37671,0,0.0
STAT,0006B097,RockCairnEvil02Snow,1,1,167170,37421,0,0.0
CONT,000FB9CC,BarrelIngredientUncommon01_Snow,1,1,184893,75244,0,0.0
CONT,000FB9CB,BarrelIngredientCommon01_Snow,1,1,184663,75190,0,0.0
STAT,000F23F5,RockPileS02RiverMud01,1,1,169165,70584,0,0.0
STAT,000F23F0,MountainTrim03CoastOceanFloor01,1,1,167826,69689,0,0.0
BOOK,0007F667,DunPOISlaughterFishermenJournal,1,1,165443,71328,0,0.0
BOOK,0001B01D,SkillLockpicking5,1,1,170263,65759,0,0.0
ACTI,0010DB28,MineOreOrichalcum03_LCoastBeach,1,1,145396,148990,0,0.0
STAT,000EB7A5,BridgeShort01FallForestDirt01,1,1,157175,-101407,0,0.0
DOOR,0003C308,NorDoorMedium01,1,1,156593,-100597,0,0.0
STAT,00017AB6,StockadeScaffoldBridge04,1,1,155356,-99391,0,0.0
ACTI,0010DAC5,MineOreIron04_LFallForestRocks,1,1,142023,-100870,0,0.0
STAT,000B8CB9,MountainTrim03FallForestDirt01,1,1,141627,-103381,0,0.0
FURN,00037A46,InvisibleChairTripleMarker,1,1,135322,-110458,0,0.0
ACTI,0008CD9F,DA06TrespassTrigger,1,1,135899,-109460,0,0.0
ACTI,0010F6A2,DA06LargashburHostileTrigger,1,1,134879,-111208,0,0.0
WEAP,0001398C,OrcishBattleaxe,1,1,135066,-111072,0,0.0
ARMO,00013959,ArmorOrcishHelmet,1,1,135006,-111073,0,0.0
ARMO,00013957,ArmorOrcishCuirass,1,1,135044,-111044,0,0.0
WEAP,00013991,OrcishSword,1,1,134668,-112405,0,0.0
BOOK,0001AD08,Book4RareHangingGardens,1,1,133973,-110926,0,0.0
ALCH,00065A65,DamageMagicka01,1,1,145558,-118528,0,0.0
MSTT,0001643C,FXSmokeWispsLgVolAdjust,1,1,161295,-120077,0,0.0
STAT,000C7B40,RockPileM03FallForestDirt01,1,1,135844,-119498,0,0.0
MISC,000C8872,DwarvenLargeScrap,1,1,154586,-125449,0,0.0
MISC,000C8861,DwarvenGear,1,1,154594,-125415,0,0.0
MISC,000C8868,DwarvenGyro,1,1,154496,-125668,0,0.0
LIGH,00077761,DweLightFireLamp01,1,1,154705,-125601,0,0.0
STAT,000E7C2D,DweFloorLanternOnSputter,1,1,154692,-125601,0,0.0
MSTT,000D2008,GenericBannerRed04,1,1,146260,-68247,0,0.0
CONT,0002065F,TreasWerewolfChest,1,1,145532,-67561,0,0.0
BOOK,0001B015,SkillRestoration2,1,1,153820,-71304,0,0.0
DOOR,00052E9D,ImpWallcage01,1,1,153232,-71008,0,0.0
MISC,000C886E,DwarvenScrapLever,1,1,153205,-71030,0,0.0
MISC,000C8874,DwarvenLargeScrap2,1,1,153917,-71267,0,0.0
BOOK,0002F83C,SkillBlock5,1,1,135973,-75740,0,0.0
STAT,000BD136,RockPileS04RFallForestLeaves01,1,1,155684,-87630,0,0.0
ACTI,0010DAFA,MineOreSilver01_LFallForestGrass,1,1,145694,-87802,0,0.0
DOOR,00042035,ImpDoorSingle01,1,1,147694,-92226,0,0.0
BOOK,000E0D66,Book2CommonNordsOfSkyrim,1,1,144497,-90940,0,0.0
BOOK,0001AFF2,Book0WolfQueenV2,1,1,144475,-90963,0,0.0
STAT,00024F20,CandleHornChandelier01,1,1,144819,-91174,0,0.0
KEYM,00043A71,DunFaldarsToothKey,1,1,145289,-92531,0,0.0
DOOR,000C0088,ImpJailDoor01MinUse,1,1,144945,-93417,0,0.0
DOOR,0006AE73,ImpJailDoorNoName,1,1,144712,-93200,0,0.0
FURN,0007DD71,CreatureSitMarker01,1,1,147257,-93002,0,0.0
ACTI,0006D024,ImpSmallPortGateNew,1,1,147271,-92967,0,0.0
STAT,0005AD4A,ImpStableRoofPiece01,1,1,144694,-90922,0,0.0
STAT,000EB81C,ImpStableRoofPiece02,1,1,144464,-91045,0,0.0
STAT,00094EB8,RifRmSmExSm01,1,1,157328,-94463,0,0.0
STAT,000B3FC4,GoldenGlowEstate,1,1,156281,-94723,0,0.0
STAT,000EB78F,BridgeNarrow01_FallForestDirt01,1,1,157567,-98052,0,0.0
STAT,000B6316,TG02RiftenRWPortholeDoor01Static,1,1,153027,-95042,0,0.0
STAT,000F3E52,StockadeScaffoldBridge02,1,1,153902,-96959,0,0.0
STAT,000B8CBA,FarmLumbermill01FallForest01,1,1,133885,-94610,0,0.0
STAT,00040B38,ImpExtTowerShellDoor02,1,1,138809,-33251,0,0.0
ACTI,0010D08B,MineOreSilver01_LDirt02,1,1,131956,-45425,0,0.0
STAT,000BC537,RockCliff05FallForestDirt01,1,1,158316,-50836,0,0.0
ACTI,0010D070,MineOreMoonstone04_LRocks,1,1,154055,-52700,0,0.0
ACTI,0010DAE8,MineOreGold04_LFallForestGrass,1,1,137423,-55420,0,0.0
STAT,0010B138,RockCliff01FallForestDirt01,1,1,162219,-60998,0,0.0
ACTI,0010DB20,MineOreMoonstone03_LFallForestRocks,1,1,133493,-61559,0,0.0
BOOK,0001AFED,SkillDestruction2,1,1,135369,-3872,0,0.0
STAT,000EA687,PrisonerCarriageSTATIC,1,1,151261,-7984,0,0.0
ACTI,0010DADD,MineOreCorundum04_LVolcanicTundraRocks,1,1,150008,-10314,0,0.0
BOOK,0001ACD7,Book2CommonRealBarenziahV2,1,1,145084,-11091,0,0.0
STAT,000C2CC2,BurntWoodbeamShort02,1,1,143423,-9854,0,0.0
STAT,000C2CC1,BurntWoodbeamShort01,1,1,143440,-10057,0,0.0
STAT,000C2CB9,BurntWoodplanks04,1,1,143429,-10016,0,0.0
MSTT,0002FB70,ShackBrokeWood06,1,1,143742,-10552,0,0.0
MSTT,0002FB6D,ShackBrokeWood04,1,1,143652,-10630,0,0.0
MSTT,0002FB6B,ShackBrokeWood02,1,1,143648,-10572,0,0.0
MSTT,0002FB69,ShackBrokeWood11,1,1,143687,-10556,0,0.0
MSTT,0002FB68,ShackBrokeWood10,1,1,143603,-10523,0,0.0
MISC,0003AD93,HorseHide,1,1,142778,-8814,0,0.0
WEAP,000CDEC9,C00GiantClub,1,1,143245,-10302,0,0.0
STAT,000BB98C,GiantObelisk01,1,1,143016,-8530,0,0.0
MSTT,0003103C,FXSteamJetFast,1,1,142528,-13696,0,0.0
ACTI,0010DAEF,MineOreGold01_LVolcanicTundraRocks,1,1,145106,-23014,0,0.0
STAT,000897C4,RockPileL03Sulfur,1,1,132363,-24095,0,0.0
STAT,000897D1,BoneMammothSkull3Sulfur,1,1,139990,-26230,0,0.0
